source,source_value,row_count,row_share,scheme,version,mapping_kind,codes,match_type,confidence,notes,source_field,query_text,branch_codes,branch_titles,suggested_kind,suggested_codes,candidate_codes,candidate_titles,candidate_scores,retrieval_score,suggestion_source,review_status,row_count_num,audit_reason,audit_decision,audit_correct_kind,audit_correct_codes,audit_notes
fsq,"[Business and Professional Services > Health and Beauty Service > Spa, Business and Professional Services > Health and Beauty Service > Hair Salon]",31,3.8946387157240386e-05,psic,rev5,,,exact,,,category,hairdressing beauty treatment day spa activities,962,"Hairdressing, beauty treatment, day spa and similar activities",SUBTREE,962,962|9622|96220|9621|96211,"Hairdressing, beauty treatment, day spa and similar activities || Beauty care and other beauty treatment activities || Beauty care and other beauty treatment activities || Hairdressing and barber activities || Hairdressing activities, other than barber activities",0.860616|0.466881|0.466881|0.296729|0.262443,0.860616,semantic:fsq:beauty;retrieval:strong_separated_hit,REVIEW_REQUIRED,31,STRATIFIED_KIND_SOURCE_FREQ,CORRECT,SUBTREE,962,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"['Retail > Fashion Retail > Women\'s Store', Retail > Fashion Retail > Clothing Store]",30,3.769005208765199e-05,psic,rev5,,,exact,,,category,retail sale garments clothing apparel,4771,"Retail sale of clothing, footwear and leather articles",EXACT,47711,47711|4771|47719|47712|47713,"Retail sale of garments, clothing, wearing apparel and clothing accessories || Retail sale of clothing, footwear and leather articles || Retail sale of clothing, footwear and leather articles, n.e.c. || Retail sale of footwear || Retail sale of leather goods and travel accessories of leather and leather substitutes",0.697789|0.311996|0.304685|0.244308|0.101870,0.697789,semantic:fsq:retail_clothing;retrieval:strong_separated_hit,REVIEW_REQUIRED,30,STRATIFIED_KIND_SOURCE_FREQ,CORRECT,EXACT,47711,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Community and Government > Housing Development, Community and Government > Residential Building > Apartment or Condo]",30,3.769005208765199e-05,psic,rev5,,,exact,,,category,"Community and Government Housing Development, Community and Government Residential Building Apartment or Condo",,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,30,STRATIFIED_KIND_SOURCE_FREQ,CORRECT,NOT_ACTIVITY,,Semantically defensible at the proposed PSIC hierarchy level.
osm,amenity=fast_food | shop=bakery,30,3.769005208765199e-05,psic,rev5,,,exact,,,category,fast-food restaurant operations,561,Restaurants and mobile food service activities,EXACT,56102,56102|5610|561|56109|56103,"Fast-food restaurants operations, including quick service restaurant || Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c. || Activities of buffet restaurants",0.665390|0.220886|0.220886|0.211482|0.152129,0.665390,semantic:osm:amenity=fast_food;retrieval:strong_separated_hit,REVIEW_REQUIRED,30,STRATIFIED_KIND_SOURCE_FREQ,TOO_NARROW,REVIEW,,Multiple OSM activity tags are present; the exact proposal represents only one of them.
osm,amenity=pharmacy | shop=chemist | healthcare=pharmacy,30,3.769005208765199e-05,psic,rev5,,,exact,,,category,retail sale pharmaceutical medical goods,4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles",SUBTREE,4772,4772|47721|47723|47724|47722,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles || Retail sale of prescription and over-the-counter drugs and pharmaceutical goods || Retail sale of medical, orthopedic and dental instruments and supplies || Retail sale of perfumery, cosmetic and toilet articles || Retail sale of non-medicinal wellness and herbal products and supplements",0.591138|0.353173|0.238311|0.134616|0.129968,0.591138,semantic:osm:amenity=pharmacy;retrieval:strong_separated_hit,REVIEW_REQUIRED,30,STRATIFIED_KIND_SOURCE_FREQ,CORRECT,SUBTREE,4772,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Business and Professional Services > Health and Beauty Service > Hair Removal Service, Business and Professional Services > Health and Beauty Service > Hair Salon]",28,3.5177381948475186e-05,psic,rev5,,,exact,,,category,hairdressing beauty treatment day spa activities,962,"Hairdressing, beauty treatment, day spa and similar activities",SUBTREE,962,962|9622|96220|9621|96211,"Hairdressing, beauty treatment, day spa and similar activities || Beauty care and other beauty treatment activities || Beauty care and other beauty treatment activities || Hairdressing and barber activities || Hairdressing activities, other than barber activities",0.860616|0.466881|0.466881|0.296729|0.262443,0.860616,semantic:fsq:beauty;retrieval:strong_separated_hit,REVIEW_REQUIRED,28,STRATIFIED_KIND_SOURCE_FREQ,CORRECT,SUBTREE,962,Semantically defensible at the proposed PSIC hierarchy level.
osm,shop=seafood,28,3.5177381948475186e-05,psic,rev5,,,exact,,,category,retail sale seafood,47,Retail Trade,EXACT,47215,47215|4721|47219|47217|47761,"Retail sale of fish, other seafood and seafood products || Retail sale of food || Retail sale of food, n.e.c. || Retail sale of salt || Retail sale of pet",0.670823|0.482417|0.395361|0.381718|0.375501,0.670823,semantic:osm:shop;retrieval:strong_separated_hit,REVIEW_REQUIRED,28,STRATIFIED_KIND_SOURCE_FREQ,CORRECT,EXACT,47215,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Business and Professional Services > Health and Beauty Service > Spa, Business and Professional Services > Health and Beauty Service]",27,3.392104687888679e-05,psic,rev5,,,exact,,,category,hairdressing beauty treatment day spa activities,962,"Hairdressing, beauty treatment, day spa and similar activities",SUBTREE,962,962|9622|96220|9621|96211,"Hairdressing, beauty treatment, day spa and similar activities || Beauty care and other beauty treatment activities || Beauty care and other beauty treatment activities || Hairdressing and barber activities || Hairdressing activities, other than barber activities",0.860616|0.466881|0.466881|0.296729|0.262443,0.860616,semantic:fsq:beauty;retrieval:strong_separated_hit,REVIEW_REQUIRED,27,STRATIFIED_KIND_SOURCE_FREQ,CORRECT,SUBTREE,962,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Retail > Fashion Retail > Shoe Store, Retail > Fashion Retail > Clothing Store]",27,3.392104687888679e-05,psic,rev5,,,exact,,,category,retail sale garments clothing apparel,4771,"Retail sale of clothing, footwear and leather articles",EXACT,47711,47711|4771|47719|47712|47713,"Retail sale of garments, clothing, wearing apparel and clothing accessories || Retail sale of clothing, footwear and leather articles || Retail sale of clothing, footwear and leather articles, n.e.c. || Retail sale of footwear || Retail sale of leather goods and travel accessories of leather and leather substitutes",0.697789|0.311996|0.304685|0.244308|0.101870,0.697789,semantic:fsq:retail_clothing;retrieval:strong_separated_hit,REVIEW_REQUIRED,27,STRATIFIED_KIND_SOURCE_FREQ,TOO_NARROW,REVIEW,,A clothing code matches one label but the combined Foursquare value contains another distinct activity/class.
fsq,"[Retail > Cosmetics Store, Retail > Pharmacy]",26,3.2664711809298384e-05,psic,rev5,,,exact,,,category,retail sale pharmaceutical medical goods,4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles",SUBTREE,4772,4772|47721|47723|47724|47722,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles || Retail sale of prescription and over-the-counter drugs and pharmaceutical goods || Retail sale of medical, orthopedic and dental instruments and supplies || Retail sale of perfumery, cosmetic and toilet articles || Retail sale of non-medicinal wellness and herbal products and supplements",0.591138|0.353173|0.238311|0.134616|0.129968,0.591138,semantic:fsq:retail_pharmacy;retrieval:strong_separated_hit,REVIEW_REQUIRED,26,STRATIFIED_KIND_SOURCE_FREQ,CORRECT,SUBTREE,4772,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Landmarks and Outdoors > Bridge, Travel and Transportation > Road]",25,3.140837673970999e-05,psic,rev5,,,exact,,,category,"Landmarks and Outdoors Bridge, Travel and Transportation Road",,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,25,STRATIFIED_KIND_SOURCE_FREQ,CORRECT,NOT_ACTIVITY,,Semantically defensible at the proposed PSIC hierarchy level.
overture,lumber_store,24,3.015204167012159e-05,psic,rev5,,,exact,,,category,retail sale lumber,47,Retail Trade,EXACT,47523,47523|4721|47217|47761|47219,"Retail sale of lumber || Retail sale of food || Retail sale of salt || Retail sale of pet || Retail sale of food, n.e.c.",0.846855|0.428401|0.402768|0.396334|0.388239,0.846855,semantic:overture:store_suffix;retrieval:strong_separated_hit,REVIEW_REQUIRED,24,STRATIFIED_KIND_SOURCE_FREQ,CORRECT,EXACT,47523,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Travel and Transportation > Lodging > Hotel, Community and Government > Residential Building > Apartment or Condo]",23,2.8895706600533188e-05,psic,rev5,,,exact,,,category,accommodation hotels and similar accommodation,,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,23,STRATIFIED_KIND_SOURCE_FREQ,WRONG_KIND,REVIEW,,A clear economic/service activity is present alongside the non-activity label; the whole combined value should not be forced to NOT_ACTIVITY.
fsq,[Dining and Drinking > Dessert Shop > Gelato Shop],23,2.8895706600533188e-05,psic,rev5,,,exact,,,category,food and beverage service activities,56,Food and Beverage Service Activities,SUBTREE,56,56|5640|56400|564|56290,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Other food service activities,1.000000|0.669798|0.669798|0.669798|0.442780,1.000000,semantic:fsq:dining;retrieval:strong_separated_hit,REVIEW_REQUIRED,23,STRATIFIED_KIND_SOURCE_FREQ,CORRECT,SUBTREE,56,Semantically defensible at the proposed PSIC hierarchy level.
overture,motorcycle_manufacturer,23,2.8895706600533188e-05,psic,rev5,,,exact,,,category,motorcycle manufacturer,,,EXACT,30915,30915|95340|9534|3091|9533,"Manufacture of motorcycle engines, including electric motors for motorcycle || Motor vehicle and motorcycle washing and detailing activities || Motor vehicle and motorcycle washing and detailing activities || Manufacture of motorcycles || Motor vehicle and motorcycle vulcanizing and preparing of tires",0.546642|0.376667|0.376667|0.351389|0.330185,0.546642,semantic:raw_category;retrieval:strong_separated_hit,REVIEW_REQUIRED,23,STRATIFIED_KIND_SOURCE_FREQ,TOO_NARROW,SUBTREE,3091,Motorcycle manufacturer is broader than manufacture of motorcycle engines alone.
osm,healthcare=dialysis,22,2.763937153094479e-05,psic,rev5,,,exact,,,category,dialysis healthcare,,,EXACT,86223,86223|86|869|7120|712,Private dialysis center activities || Human Health Activities || Other human health activities || Technical testing and analysis || Technical testing and analysis,0.481675|0.132515|0.126642|0.124346|0.124346,0.481675,semantic:raw_category;retrieval:strong_separated_hit,REVIEW_REQUIRED,22,STRATIFIED_KIND_SOURCE_FREQ,TOO_NARROW,REVIEW,,The source says dialysis but does not establish private ownership; the private-dialysis leaf overclaims.
fsq,"[Retail > Convenience Store, Retail > Food and Beverage Retail]",21,2.638303646135639e-05,psic,rev5,,,exact,,,category,retail selling in convenience stores,4711,"Non-specialized retail sale with food, beverages or tobacco predominating",EXACT,47114,47114|47113|47111|47115|47112,Retail selling in convenience stores || Retail selling in sari-sari stores || Retail selling in groceries || Retail selling in pasalubong stores or centers || Retail selling in supermarkets and hypermarkets,1.000000|0.446025|0.441785|0.432407|0.315958,1.000000,semantic:fsq:retail_convenience;retrieval:strong_separated_hit,REVIEW_REQUIRED,21,STRATIFIED_KIND_SOURCE_FREQ,CORRECT,EXACT,47114,Semantically defensible at the proposed PSIC hierarchy level.
osm,amenity=hospital | emergency=yes,18,2.261403125259119e-05,psic,rev5,,,exact,,,category,hospital activities,861,Hospital activities,SUBTREE,861,861|8611|8612|86129|86111,"Hospital activities || Public hospital activities || Private hospital activities || Private hospital activities, n.e.c. || Public general hospital activities",1.000000|0.759486|0.757450|0.723632|0.642941,1.000000,semantic:osm:amenity=hospital;retrieval:strong_separated_hit,REVIEW_REQUIRED,18,STRATIFIED_KIND_SOURCE_FREQ,CORRECT,SUBTREE,861,Semantically defensible at the proposed PSIC hierarchy level.
overture,telecommunications_service,17,2.1357696183002793e-05,psic,rev5,,,exact,,,category,telecommunications service,,,SUBTREE,61,61|6120|612|61201|K,"Telecommunications || Telecommunication reselling activities and intermediation service activities for telecommunication || Telecommunication reselling activities and intermediation service activities for telecommunication || Intermediation services for wired, wireless and satellite telecommunications activities || Telecommunications, Computer Programming, Consultancy, Computing Infrastructure, and Other Information Service Activities",0.887405|0.351802|0.351802|0.348461|0.344493,0.887405,semantic:raw_category;retrieval:strong_separated_hit,REVIEW_REQUIRED,17,STRATIFIED_KIND_SOURCE_FREQ,CORRECT,SUBTREE,61,Semantically defensible at the proposed PSIC hierarchy level.
osm,amenity=cafe | shop=bakery,15,1.8845026043825994e-05,psic,rev5,,,exact,,,category,operation of cafes or coffee shops,563,Beverage serving activities,EXACT,56302,56302|56303|56301|56304|5630,"Operation of cafés or coffee shops || Activities of tea shops || Operation of nightclubs, bars and cocktail lounges || Activities of beverage stands, kiosks and counters || Beverage serving activities",0.784830|0.296045|0.107429|0.008501|0.004505,0.784830,semantic:osm:amenity=cafe;retrieval:strong_separated_hit,REVIEW_REQUIRED,15,STRATIFIED_KIND_SOURCE_FREQ,TOO_NARROW,REVIEW,,Multiple OSM activity tags are present; the exact proposal represents only one of them.
fsq,"[Health and Medicine > Physician > Pediatrician, Health and Medicine > Hospital > Hospital Unit]",14,1.7588690974237593e-05,psic,rev5,,,exact,,,category,hospital activities,861,Hospital activities,SUBTREE,861,861|8611|8612|86129|86111,"Hospital activities || Public hospital activities || Private hospital activities || Private hospital activities, n.e.c. || Public general hospital activities",1.000000|0.759486|0.757450|0.723632|0.642941,1.000000,semantic:fsq:hospital;retrieval:strong_separated_hit,REVIEW_REQUIRED,14,STRATIFIED_KIND_SOURCE_FREQ,CORRECT,SUBTREE,861,Semantically defensible at the proposed PSIC hierarchy level.
osm,healthcare=hospital,14,1.7588690974237593e-05,psic,rev5,,,exact,,,category,hospital healthcare,,,SUBTREE,861,861|8611|8612|86129|86111,"Hospital activities || Public hospital activities || Private hospital activities || Private hospital activities, n.e.c. || Public general hospital activities",0.685132|0.520403|0.518993|0.499217|0.440747,0.685132,semantic:raw_category;retrieval:strong_separated_hit,REVIEW_REQUIRED,14,STRATIFIED_KIND_SOURCE_FREQ,CORRECT,SUBTREE,861,Semantically defensible at the proposed PSIC hierarchy level.
